required_skill_level,environment_risk,supervision_required,experience_years,certification_level,training_completed,past_incident_count,skill_mismatch
0.03810386025432648,-1.217343156386253,-0.8451542547285167,1.4837074947894269,0.13661777982157705,-0.8984591897591402,1.4209295994280149,-0.8052125589766731
1.2413836577593707,-1.217343156386253,-0.8451542547285167,0.314945847046965,1.5499051572861673,-0.8984591897591402,0.2578221510558335,0.48122113022729385
0.03810386025432648,0.033351867298253436,1.1832159566199232,-1.3850710951238887,1.5499051572861673,1.113016608209084,-0.9052852973163478,-0.47826514465369563
-1.1651759372507178,1.2840468909827598,1.1832159566199232,0.9524522003610352,-1.2766695976430131,1.113016608209084,-0.9052852973163478,-1.0271525181521493
1.2413836577593707,-1.217343156386253,-0.8451542547285167,1.3774564359037487,0.13661777982157705,-0.8984591897591402,0.2578221510558335,0.3324842948760654
-1.1651759372507178,-1.217343156386253,-0.8451542547285167,-1.5975732128952453,-1.2766695976430131,1.113016608209084,-0.9052852973163478,-0.41234077335019204
0.03810386025432648,-1.217343156386253,-0.8451542547285167,-1.0663179184668536,-1.2766695976430131,-0.8984591897591402,0.2578221510558335,1.2787686563174625
-1.1651759372507178,-1.217343156386253,1.1832159566199232,1.1649543181323918,0.13661777982157705,-0.8984591897591402,-0.9052852973163478,-0.5755149184865108
1.2413836577593707,-1.217343156386253,-0.8451542547285167,-0.5350626240384618,-1.2766695976430131,1.113016608209084,0.2578221510558335,1.5550886095076726
1.2413836577593707,0.033351867298253436,1.1832159566199232,0.10244372927560828,-1.2766695976430131,1.113016608209084,0.2578221510558335,1.0127607341622338
0.03810386025432648,-1.217343156386253,1.1832159566199232,-0.32256050626710514,0.13661777982157705,-0.8984591897591402,-0.9052852973163478,-0.1254960407882197
-1.1651759372507178,-1.217343156386253,-0.8451542547285167,-0.6413136829241403,0.13661777982157705,-0.8984591897591402,0.2578221510558335,-1.097504170497183
-1.1651759372507178,-1.217343156386253,-0.8451542547285167,-0.7475647418098186,-1.2766695976430131,1.113016608209084,0.2578221510558335,-0.6502997813357834
1.2413836577593707,0.033351867298253436,-0.8451542547285167,1.2712053770180702,-1.2766695976430131,-0.8984591897591402,-0.9052852973163478,0.9414219680350974
-1.1651759372507178,1.2840468909827598,-0.8451542547285167,1.3774564359037487,0.13661777982157705,-0.8984591897591402,0.2578221510558335,-0.6570868263459219
